,country,EDI,index
92,Mexico,5.822518994626207,2020-05-03
93,Mexico,5.828210281991557,2020-05-04
94,Mexico,5.8339015693569065,2020-05-05
95,Mexico,5.8395928567222555,2020-05-06
96,Mexico,5.845284144087605,2020-05-07
97,Mexico,5.850975431452955,2020-05-08
98,Mexico,5.856666718818304,2020-05-09
99,Mexico,5.862358006183654,2020-05-10
100,Mexico,5.868049293549004,2020-05-11
101,Mexico,5.873740580914353,2020-05-12
102,Mexico,5.879431868279703,2020-05-13
103,Mexico,5.8851231556450525,2020-05-14
104,Mexico,5.8908144430104015,2020-05-15
105,Mexico,5.896505730375751,2020-05-16
106,Mexico,5.902197017741101,2020-05-17
107,Mexico,5.907888305106451,2020-05-18
108,Mexico,5.9135795924718,2020-05-19
109,Mexico,5.91927087983715,2020-05-20
110,Mexico,5.9249621672025,2020-05-21
111,Mexico,5.930653454567849,2020-05-22
112,Mexico,5.9363447419331985,2020-05-23
113,Mexico,5.942036029298548,2020-05-24
114,Mexico,5.947727316663897,2020-05-25
115,Mexico,5.953418604029247,2020-05-26
116,Mexico,5.959109891394597,2020-05-27
117,Mexico,5.964801178759946,2020-05-28
118,Mexico,5.970492466125296,2020-05-29
119,Mexico,5.976183753490646,2020-05-30
120,Mexico,5.981875040855995,2020-05-31
121,Mexico,5.9875663282213445,2020-06-01
122,Mexico,5.985343445749207,2020-06-02
123,Mexico,5.983120563277069,2020-06-03
124,Mexico,5.980897680804931,2020-06-04
125,Mexico,5.978674798332793,2020-06-05
126,Mexico,5.976451915860655,2020-06-06
127,Mexico,5.974229033388517,2020-06-07
128,Mexico,5.972006150916379,2020-06-08
129,Mexico,5.969783268444242,2020-06-09
130,Mexico,5.967560385972103,2020-06-10
131,Mexico,5.965337503499965,2020-06-11
132,Mexico,5.963114621027827,2020-06-12
133,Mexico,5.96089173855569,2020-06-13
134,Mexico,5.958668856083552,2020-06-14
135,Mexico,5.956445973611414,2020-06-15
136,Mexico,5.954223091139276,2020-06-16
137,Mexico,5.952000208667138,2020-06-17
138,Mexico,5.949777326195,2020-06-18
139,Mexico,5.947554443722862,2020-06-19
140,Mexico,5.9453315612507245,2020-06-20
141,Mexico,5.943108678778587,2020-06-21
142,Mexico,5.940885796306448,2020-06-22
143,Mexico,5.93866291383431,2020-06-23
144,Mexico,5.936440031362173,2020-06-24
145,Mexico,5.934217148890035,2020-06-25
146,Mexico,5.931994266417897,2020-06-26
147,Mexico,5.929771383945759,2020-06-27
148,Mexico,5.927548501473622,2020-06-28
149,Mexico,5.925325619001483,2020-06-29
150,Mexico,5.923102736529345,2020-06-30
151,Mexico,5.920879854057207,2020-07-01
0,Russia,5.150681305791947,2020-02-01
1,Russia,5.130717930481367,2020-02-02
2,Russia,5.110754555170787,2020-02-03
3,Russia,5.090791179860207,2020-02-04
4,Russia,5.070827804549627,2020-02-05
5,Russia,5.050864429239047,2020-02-06
6,Russia,5.030901053928467,2020-02-07
7,Russia,5.010937678617887,2020-02-08
8,Russia,4.990974303307308,2020-02-09
9,Russia,4.971010927996727,2020-02-10
10,Russia,4.9510475526861475,2020-02-11
11,Russia,4.931084177375568,2020-02-12
12,Russia,4.911120802064987,2020-02-13
13,Russia,4.891157426754408,2020-02-14
14,Russia,4.871194051443828,2020-02-15
15,Russia,4.851230676133247,2020-02-16
16,Russia,4.831267300822668,2020-02-17
17,Russia,4.811303925512088,2020-02-18
18,Russia,4.791340550201507,2020-02-19
19,Russia,4.771377174890928,2020-02-20
20,Russia,4.751413799580348,2020-02-21
21,Russia,4.731450424269768,2020-02-22
22,Russia,4.711487048959188,2020-02-23
23,Russia,4.691523673648608,2020-02-24
24,Russia,4.671560298338028,2020-02-25
25,Russia,4.651596923027448,2020-02-26
26,Russia,4.631633547716868,2020-02-27
27,Russia,4.6116701724062885,2020-02-28
28,Russia,4.591706797095708,2020-02-29
29,Russia,4.571743421785128,2020-03-01
30,Russia,4.566788120534877,2020-03-02
31,Russia,4.561832819284626,2020-03-03
32,Russia,4.556877518034375,2020-03-04
33,Russia,4.551922216784123,2020-03-05
34,Russia,4.546966915533872,2020-03-06
35,Russia,4.54201161428362,2020-03-07
36,Russia,4.537056313033369,2020-03-08
