level_0,index,Core CPI,Unemployment rate,Stock Markets
134,2019M03 [2019M03],154.4885177,27.70200987,104.9530363
135,2019M04 [2019M04],154.9060543,28.52743574,111.1453448
136,2019M05 [2019M05],154.9060543,28.63702922,104.763512
137,2019M06 [2019M06],155.4627697,28.74358554,107.6545769
138,2019M07 [2019M07],156.1586639,28.77115846,110.8505813
139,2019M08 [2019M08],156.2978427,28.86487664,97.28152958
140,2019M09 [2019M09],156.5762004,28.96651002,101.3115069
141,2019M10 [2019M10],156.7153793,29.4560927,99.98409755
142,2019M11 [2019M11],156.8545581,29.57660379,102.9593666
143,2019M12 [2019M12],157.1329158,29.6949888,105.1016153
144,2020M01 [2020M01],157.2720946,30.19371709,107.1958015
145,2020M02 [2020M02],159.2205985,30.32503625,101.2546143
146,2020M03 [2020M03],160.1948504,30.27143497,73.27020895
147,2020M04 [2020M04],159.9164927,30.27143497,69.57049499
148,2020M05 [2020M05],159.638135,30.27143497,74.80608626
149,2020M06 [2020M06],159.638135,30.27143497,84.48357899
150,2020M07 [2020M07],159.638135,30.27143497,89.02847488
