level_0,index,Core CPI,Unemployment rate,Stock Markets
125,2018M06 [2018M06],128.1212121,2.755997657,138.9443605
126,2018M07 [2018M07],128.6060606,2.766618144,131.5151813
127,2018M08 [2018M08],128.6060606,2.830732483,128.9925185
128,2018M09 [2018M09],128.7272727,2.82119223,126.1627788
129,2018M10 [2018M10],129.0909091,2.848187647,118.9075945
130,2018M11 [2018M11],129.5757576,2.825673759,120.7903575
131,2018M12 [2018M12],130.0606061,2.862393002,120.9190348
132,2019M01 [2019M01],129.6969697,2.816245869,123.5048644
133,2019M02 [2019M02],130.4242424,2.782588039,131.1710924
134,2019M03 [2019M03],130.3030303,2.818611186,133.4936877
135,2019M04 [2019M04],131.6363636,2.808517555,138.1127909
136,2019M05 [2019M05],131.030303,2.856869364,129.9810524
137,2019M06 [2019M06],131.2727273,2.846237982,128.438324
138,2019M07 [2019M07],131.8787879,2.860262169,132.1107944
139,2019M08 [2019M08],132,2.835693323,120.1651374
140,2019M09 [2019M09],131.8787879,2.823379228,122.5155579
141,2019M10 [2019M10],131.8787879,3.150264324,122.3306987
142,2019M11 [2019M11],132.1212121,3.237618573,124.9437607
143,2019M12 [2019M12],132.4848485,3.294153923,126.6527629
144,2020M01 [2020M01],128.969697,3.361617918,131.6222516
145,2020M02 [2020M02],131.8787879,3.640295488,126.894551
146,2020M03 [2020M03],132.2424242,4.216355025,112.5788064
147,2020M04 [2020M04],132.8484848,5.210908693,112.3033863
148,2020M05 [2020M05],132.2424242,5.898054736,111.360011
149,2020M06 [2020M06],132,6.070869905,114.5173651
150,2020M07 [2020M07],132,6.070869905,119.2519128
